"base_id";"activity";"client";"contract";"type_of_service";"status";"order_num";"first_point";"second_point";"speed";"vlan_id";"switchboard_first_point";"switch_port_first_point";"port_settings_first_point";"switchboard_second_point";"switch_port_second_point";"port_settings_second_point";"subnets";"router";"interface";"auto_network";"end_client";"last_mile";"id_servicepipe";"comment";"responsible_department"
1761;"9773 задача включения
23610 сделка переоформлени на Алет";"Алет
ранее Информационный сервисный центр";"null";"Internet Access +AS +/24";"";"null";"г. Москва, ул. Шарикоподшипниковская, д.11 стр.9";"null";"100";"2524";"X12-SHARIK";"interface GigabitEthernet1/0/6";" service-instance 2524
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 2524 mtu 1600 access-mode ethernet";"null";"null";"null";"77.238.101.96/30 AS208047 185.123.76.0/24";"R1-TB-M9";"ae0.2524";"AS208047";"null";"null";"null";"null";"СПД"
1760;"null";"Сервиспайп";"null";"Белый айпи для серверной";"";"null";"null";"null";"100";"2522";"HSW-1-PETROVKA-OFFICE";"interface Ethernet0/0/13";" port link-type access
 port default vlan 2522";"null";"null";"null";" 77.238.99.40/30";"R1-M9";"null";"null";"null";"null";"null";"null";"СПД"
1759;"10081 задача включениясделка 15930 / 40850 сделка отключения защиты /  51389 сделка изменения скорости";"Бургер Рус";"Дог. ТБ-УС-109/19";"Internet Access + AntiDDoS";"Эксплуатация";"БЗ 001 + 002 на защиту";"г. Москва, Варшавское ш., 125с16";"";"100 Мбит/с";"2521";"X97-VARSH125S16";"XGE0/0/6";"description BGP_BURGER_DEAL51389  port link-type trunk  undo port trunk allow-pass vlan 1  port trunk allow-pass vlan 2521  storm-control broadcast min-rate 80 max-rate 100  storm-control interval 15  storm-control action error-down  storm-control enable trap  storm-control enable log";"";"";"";"77.238.99.44/30;";"R1-M9-OLD";"";"AS205963";"";"";"cirex-msk-transit-30391";"ОТКЛЮЧИЛИ ЗАЩИТУ: Доступ в личный кабинет http://ddos.cirex.ru/users/logincirex-msk-transit-30391~tPAppxcSkW0cirex-msk-transit-30391   185.200.216.0/24 burger-king reroute   cirex-msk-transit-30392   185.200.217.0/24 burger-king reroute   cirex-msk-transit-30393   185.200.218.0/24 burger-king reroute   cirex-msk-transit-30394   185.200.219.0/24 burger-king reroute // (основная сессия на Бирже, схема рероут)VLAN ex592   (резервная сессия на СервисПайпе MX240)VLAN ex593   (резервная сессия на СервисПайпе на Боровой)";"СПД"
1758;"5097 задача включения
38767 сделка отключения ";"Софтлайн Трейд";"ТБ УС/37 16 ";"L2VPN";"Отключен";"БЗ 20";"г. Москва, ул. Боровая, д. 7";"Denmark, Brudelysvej 2880 Bagsværd";"100";"2520";"S4-BOROVAYA";"interface GigabitEthernet1/0/10";" description Softline_act5097
 port access vlan 2520";"E2SW-1-OKTYABRSKAYA1";"interface ethernet 1/26 - стык с Телией";" switchport allowed vlan add 2520 tagged
 switchport mode trunk";"null";"null";"null";"null";"null";"Telia Sonera";"null";"ПМ до Дании через Telia , стык на Октябрьской
IC-344410
IC-344412
";"СПД"
1757;"9897 задача включения
9898 задача включения
9896 задача включения
37829 сделка отключения";"Стек Групп ООО (Стек Корп Дата Сервисез)";"№ТБ-ПС/04-13
";"L1DWDM";"Отключен";"БЗ 006";"г. Москва ул. Н. Красносельская, д. 40/12,к.10";"г. Москва ул.Варшавское ш. 121 с.1";"40G";"3637";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"Прямое волокно, комлект MUX и комплект Ekinops

Ekinops_M-Video_M1
Ekinops_m.video-n.krasnoselskaya

MGMT VLAN 3637";"СПД"
1756;"10339 задача включения";"Московская государственная консерватория имени П.И.Чайковского";"null";"Internet Access";"";"null";"г. Москва, ул. Большая Никитская, д. 13 корп.6";"null";"100";"2517";"H2SW-1-BNIKITSKAYA13";"interface Ethernet0/0/1";" port link-type access
 port default vlan 2517";"null";"null";"null";"77.238.101.88/29";"R1-M9  ";"null";"null";"null";"null";"null";"null";"СПД"
1755;"10338 задача включения";"Московская государственная консерватория имени П.И.Чайковского";"null";"Internet Access";"";"null";"г. Москва, ул. Большая Никитская, д. 13 корп.6";"null";"100";"2516";"H2SW-1-BNIKITSKAYA13";"interface Ethernet0/0/1";"port link-type access
 port default vlan 2516";"null";"null";"null";"77.238.101.80/29";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
1754;"10194 задача включения 46601 отключение";"ЭР-Телеком Холдинг";"ТБ-ПС/02-16";"L2VPN";"Отключен";"БЗ 028";"г. Москва, ул. Бутлерова, 7";"г. Москва, ул. Энтузиастов 2-я, д.5/6";"200";"1825";"Leo-m9";"ae19.1825";"null";"S2-KOMPRESS";"interface GigabitEthernet1/0/28";" description er-telecom_act10194
 port access vlan 1825";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1753;"10039 задача включения";"МТС";"Дог. №ТБ-УС/26-14";"L2VPN";"";"БЗ 020, ";"г. Москва, ул. Энтузиастов 2-я, д.5 корп.6";"г. Москва, ул. Бутлерова, 7";"20";"2665";"S2-KOMPRESS";"interface GigabitEthernet1/0/13";" port access vlan 2665";"X10-M9";"interface XGigabitEthernet0/0/32";" port trunk allow-pass vlan 2665";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1752;"9709 задача включения 9220 влан 96234692 вернули обратно 962 ";"ВымпелКом ПАО";"null";"L2VPN";"";"БЗ25";"г. Москва, пл. Ак. Курчатова, д. 1, стр. 59";"г. Москва, ул. Боровая, д. 7, стр. 10";"10";"962;959";"S7-KURCHATOV1S119";"interface Ten-GigabitEthernet1/0/8";" port link-type trunk
 port trunk permit vlan 959 962";"Donnie-borovaya";"xe-1/1/2.959
xe-1/1/2.962";"null";"null";"null";"null";"null";"null";"null";"null";"34101 сделка отключения";"СПД"
1751;"5098  задача включения
38768 сделка отключения ";"Софтлайн Трейд";"null";"Internet Access";"Отключен";"null";"г. Москва,  ул. Боровая, д.7 стр.10";"null";"100";"2514";"S4-BOROVAYA";"interface GigabitEthernet1/0/14";" port access vlan 2514";"null";"null";"null";"185.9.231.12/30";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
1750;"44877 (9446 задача включения)";"МТ (мир тесен)";"ТБ-УС-103/19";"L2VPN";"";"С 001";"г. Москва, ул.Берзарина, д.36 стр. 3";"г. Москва, ул.Боровая, д.7 стр.10";"1000";"2511";"HSW57-1-BERZARINA36S3";"interface GigabitEthernet0/0/1";" port link-type access
 port default vlan 2511";"X3-BOROVAYA-NEW";"interface GigabitEthernet1/0/21";" service-instance 2511
  encapsulation untagged
  xconnect peer 10.110.255.36 pw-id 2511";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1749;"null";"ЭР-Телеком для Аптек";"null";"null";"";"null";"null";"null";"null";"2512";"??? Никакой информации";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1748;"null";"Вымпелком";"null";"null";"";"null";"null";"null";"null";"2506;2507;2508;2509;2510";"??? Никакой информации";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1747;"null";"Быстроденьги";"null";"Internet Access + AntiDDoS";"Эксплуатация";"null";"г. Москва, 2-я ул. Энтузиастов, д. 5 стр. 6";"null";"1000";"286";"X6-KOMPRESS";"GigabitEthernet2/0/18";"service-instance 286";"null";"null";"null";"10.70.0.136/30 BGP";"BGW1-SP-M9";"ae0.286";"null";"null";"null";"null";"Включение на роутере SP";"СПД"
1746;"8846 задача включения";"Лига-Ставок";"null";"Internet Access + тест wifi connectum";"";"null";"г. Москва, 4-й Лесной переулок 4";"null";"20";"2499";"H2SW-1-4LESNOYPER4";"GigabitEthernet0/0/4";"port default vlan 2499";"null";"null";"null";"185.79.116.136/30";"R1-M9";"ae3.2499 ";"null";"null";"null";"null";"клиент вернул коммутатор. 
Задачи на отключения не было";"СПД"
1745;"8577 задача включения";"Хэдхантер ООО";"null";"Internet Access";"";"null";"г. Москва, Алтуфьевское ш., д. 33г";"null";"10";"2498";"HP5800-1-ALTUFIEVSKOE33G";"interface GigabitEthernet1/0/22";" service-instance 2498
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 2498 mtu 1600 access-mode ethernet";"null";"null";"null";"77.238.99.84/30
2a03:5240:100:f:f::/80";"R1-M9";"null";"null";"null";"null";"null";"null";"СПД"
1744;"null";"Ашан";"null";"null";"";"null";"null";"null";"null";"77";"X1-KOMPRESSOR";"GigabitEthernet1/0/24";"port link-mode bridge  description MGMT_EKINOPS_ASHAN  port link-type trunk  undo port trunk permit vlan 1  port trunk permit vlan 4082  speed 100  duplex full  service-instance 77   encapsulation untagged   xconnect peer 10.110.255.51 pw-id 77 mtu 1600 access-mode ethernet";"null";"null";"null";"77.238.101.64/30";"R1-M9-OLD";"ae3.77";"null";"null";"null";"null";"null";"СПД"
1743;"null";"null";"null";"null";"";"null";"null";"null";"null";"2497";"??? Никакой информации";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1742;"null";"null";"null";"null";"Эксплуатация";"null";"";"";"null";"2496";"HP5500-1-VARSH125S16";"GigabitEthernet1/0/30";"description MGMT_Ekinops360_Dwdm  port access vlan 2496  bpdu-drop any  storm-constrain broadcast pps 100 80  storm-constrain control block  undo ntdp enable  undo lldp enable";"null";"null";"null";"77.238.101.72/30";"R1-M9-OLD";"null";"null";"null";"null";"null";"mgmt_dwdm_varsh_russianpost";"СПД"
1741;"7637 задача включения 43737 расширение до 500 44098 снижение скорости до 300";"Галерея-Алекс";" ТБ-УС-73/19 ТБ-УС- 225/24";"Internet Access";"Эксплуатация";"БЗ 001";"г. Москва, Партийный пер., д. 1 корп. 10";"null";"300";"2495";"H2SW-1-PARTIYNIYPER1K10";"GE0/0/2";"access";"null";"null";"null";"77.238.103.120/30";"R1-TB-M9";"ae0.2495";"null";"null";"null";"null";"Волокно приходит напрямую в оборудование клиента (не было места под размещение нашего коммутатора)
Перемычка ЗВИ Телекома между корпусами - 3-е волокно, адаптеры SC.
Перемычка ТЕЛБИР - 012ОВН (в корпусе клиента между кроссовой и серверной) - 1-е волокно, ад. LC.";"СПД"
1740;"3219 задача включения ПМ от Комкор
";"Сервионика";"ТБ-УС/06-14";"L2VPN";"Эксплуатация";"заказ011";"г. Москва, Варшавское ш., 125с16";"МО, Домодедово, мкр. Белые Столбы, ул. Владение ""Склады 104""";"800";"1960";"X17-M9";"interface GigabitEthernet1/0/5 ";"service-instance 1960";"HP5500-1-VARSH125S16";"interface GigabitEthernet1/0/29";"port default vlan 1960";"null";"null";"null";"null";"null";"Комкор";"null";"Вторая ПМ от КОМКОР  Договор№д-14-1388, Заказ№10  Номер услуги G08937 
тел.техподдержки тел.: (495) 411-73-33, (495) 276-74-44 
 порт 26 оборудования Raisecom в серверной на 1 этаже


  
";"СПД"
1739;"8230 задача включения Изменение/28776";"МИР ТВ";"Договор №ТБ-УС-79/19";"Internet Access";"Эксплуатация";"БЗ 1";"г. Москва, ул. Пятницкая, д. 25";"null";"20";"2494";"H2SW-1-PYATNITSKAYA25S1";"interface Ethernet0/0/2";" port link-type access
 port default vlan 2494";"null";"null";"null";"185.79.116.120/30";"R1-TB-M9";"ae0.2494";"null";"null";"null";"null";"11/2/2021
Даниил Селиванов16:39
Максим Сиротин
Клиент просит приостановить услугу до конца года  

Даниил Селиванов17:04
Максим Сиротин Кнарик Григорян прошу включить порт обратно  ";"СПД"
1738;"8455 перенастроили на другой влан, ниже в таблице";"ВымпелКом ПАО";"null";"L2VPN";"";"null";"г. Москва, пр-т Мира, 105стр6";"г. Москва, ул. Боровая, д. 7";"100";"2502";"HSW2350-1-PROMIRA105S6";"interface Ethernet0/0/1";" port link-type access
 port default vlan 2502";"S4-BOROVAYA";"interface GigabitEthernet2/0/3";" port link-type trunk
 port trunk permit vlan 2502";"null";"null";"null";"null";"ВЭБ";"Вымпелком";"null";"Интернет от Вымпелком для ВЭБ";"СПД"
1737;"7766 задача включения";"Софтлайн Трейд";"Дог. №ТБ-УС/37-16";"L2VPN";"Отключен";"БЗ 022";"г. Москва, ул. Алтуфьевское шоссе, 33 г";"г. Москва, ул. Бутлерова, д.7";"1000";"2475";"X21-ALTUFIEVSKOE33G";"interface GigabitEthernet1/0/13";" service-instance 2475
  encapsulation s-vid 2475
  xconnect peer 10.110.255.17 pw-id 2475";"X17-M9";"interface GigabitEthernet1/0/3";" service-instance 2475
  encapsulation s-vid 2475
  xconnect peer 10.110.255.46 pw-id 2475";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1736;"7765 задача включения
40310 сделка отключения ";"Софтлайн Трейд";"Дог. №ТБ-УС/37-16";"L2VPN";"Отключен";"БЗ 023";"г. Москва, ул. Алтуфьевское шоссе, 33 г";"г. Москва, ул. Бутлерова, д.7";"1000";"2474";"X21-ALTUFIEVSKOE33G";"interface GigabitEthernet2/0/12";" service-instance 2474
  encapsulation s-vid 2474
  xconnect peer 10.110.255.56 pw-id 2474";"X8-M9";"interface GigabitEthernet1/0/21";" service-instance 2474
  encapsulation s-vid 2474
  xconnect peer 10.110.255.46 pw-id 2474";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1735;"4842 задача включения
39863 сделка отключения";"Эс Эл Групп";"Дог. №ТБ-УС-20/19";"Internet Access";"Отключен";"null";"г. Москва, ул. Обручева, д. 30\1, стр. 2";"null";"50";"";"???";"null";"null";"null";"null";"null";"194.186.244.194  ";"null";"null";"null";"null";"Вымпелком";"null";"Услуга включена через Вымпелком без нашего участия в схеме, ID услуги 4618322, 
тех. поддержка - 8 800 700 44 00, keyhelpdesk@beeline.ru
Сервис - менеджер 
Хамроев Аслиддин
Ведущий специалист
Дирекция по работе с корпоративными
клиентами Московского региона
ПАО «Вымпелком»
Мob: +7 (964) 594-1001
Е mail: AKhamroev@beeline.ru

IP 194.186.244.194  
GW 194.186.244.193 
Mask 255.255.255.252

DNS servers: 
194.67.2.114 
194.67.1.154";"СПД"
1734;"8038 задача включения";"Макомнет АО";"null";"L2VPN";"";"null";"г. Москва, Алтуфьевское шоссе, д.8";"г. Москва, Алтуфьевское шоссе, д.33 Г";"1
10";"2473;2523";"S4-BOROVAYA";"interface GigabitEthernet2/0/3";" port link-type trunk
 port trunk permit vlan 2473";"HP5800-1-ALTUFIEVSKOE33G";"interface Ten-GigabitEthernet2/0/26";" service-instance 2473
  encapsulation s-vid 2473
  xconnect peer 10.110.255.33 pw-id 2473";"null";"null";"null";"null";"null";"Вымпелком";"null";"до 8го дома канал через Билайн (Вымпелком)";"СПД"
1733;"8253 задача включения15642 сделка переноса со Скаковой на Корову // задачи на отключение не было";"Банк ЖилФинанс АО";"null";"L2VPN";"Отключен";"null";"г. Москва, ул.Верейская, д.5Б, стр 1";"г. Москва, Коровинское ш. 41";"1000";"2472";"X8-M9";"interface GigabitEthernet1/0/3";" service-instance 2472
  encapsulation s-vid 2472
  xconnect peer 10.110.255.36 pw-id 2472 mtu 1600";"H3C-TG1-KOROVA";"interface GigabitEthernet1/0/23";" service-instance 2472
  encapsulation port-based
  xconnect peer 10.110.255.56 pw-id 2472 mtu 1600 access-mode ethernet";"null";"null";"null";"null";"null";"Виленд";"null";"ПМ на Верейскую через Виленд // задачи на отключение не было, разобрали сервис в рамках задачи 51752, там РП сказали что сервис отключен ";"СПД"
1732;"6725 задача включения";"ЭР-Телеком Холдинг";"№ТБ-ПС/02-16";"L2VPN";"Эксплуатация";"БЗ 025";"г. Москва, ул. Бутлерова, 7";"г. Москва, ш.Алтуфьевское, д.33Г";"50";"1283";"???";"null";"[edit interfaces ae19]
+    unit 1283 {
+        description ertelecom_act6725;
+        encapsulation vlan-ccc;
+        vlan-id 1283;
+        family ccc;
+    }
[edit protocols l2circuit neighbor 10.110.255.46]
      interface ae3.2459 { ... }
+     interface ae19.1283 {
+         virtual-circuit-id 1283;
+         description ertelecom_act6725;
+         mtu 1600;
+     }";"HP5800-1-ALTUFIEVSKOE33G";"interface GigabitEthernet2/0/18";" service-instance 1283
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 1283 mtu 1600 access-mode ethernet";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1731;"7063 задача включения / 47882 понижение с 300 до 100Мбит";"Контур СКБ ПФ АО";"№ ТБ-УС/53-15";"Internet Access";"Эксплуатация";"БЗ 002";"г. Москва, ш.Алтуфьевское, д.33Г";"null";"100";"2459";"HP5800-1-ALTUFIEVSKOE33G";"interface Ten-GigabitEthernet1/1/3";" service-instance 2459
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 2459 mtu 1600 access-mode ethernet";"null";"null";"null";"77.238.101.16/28";"R1-M9 ";"null";"null";"null";"null";"null";"null";"СПД"
1730;"6550 задача включения
16260 сделка расширения на +1 Гб в отдельный заказ 22

29723 сделка отключения заказа 16

29725 сделка увеличения заказа 22 до 2 гигов

заказ 28 то же по факту это включение, сделка 27098, через нас не проходила

28585 сделка уменьшения емкости с 4 до 2 гигов по заказу 28";"СбКлауд ООО";"ТБ-УС/36-18";"Internet Access + AntiDDoS (reroute)";"Эксплуатация";"БЗ 016 закрыт
БЗ 022 расширен
БЗ 028 подвязан";"г. Москва, Варшавское ш., д.125 стр.16";"null";"2000";"3667";"X97-VARSH125S16";"XGigabitEthernet0/0/4";"description BGP_SBCLOUD_DEAL28585  port link-type access  port default vlan 3667  storm-control broadcast min-rate 80 max-rate 100  storm-control interval 15  storm-control action error-down  storm-control enable trap  storm-control enable log";"null";"null";"null";"185.79.116.216/30
2a03:5240:100:f:2::0/80
";"R1-M9";"null";"AS48757";"null";"null";"cirex-msk-transit-30415
cirex-msk-transit-30471";"Полькин: есть БЗ 16 ( ТВ3-6550/11323) нужно просто расширить инет с 3-х до 4-х Гбит. По документам это будет новый бланк заказа на 1 Гбит/сек

cirex-msk-transit-30415
95.128.176.0/21

cirex-msk-transit-30471
46.17.250.0/24 
77.83.92.0/24 
88.214.32.0/22 
130.255.170.0/24
185.17.140.0/22";"СПД"
1729;"8072 задача включения
CMS 19-069092";"Ростелеком ПАО обособ.";"null";"L2VPN";"";"null";"г. Москва, Варшавское ш., д.125 стр.16";"г. Москва, ул. Бутлерова, 7";"1";"2458";"HP5500-1-VARSH125S16";"interface GigabitEthernet1/0/10";" port access vlan 2458";"S9-M9";"interface Ten-GigabitEthernet1/0/9";" port link-type trunk
 port trunk permit vlan 2458";"null";"null";"null";"null";"null";"null";"null";"null";"СПД"
1728;"6855 задача включения";"КРОК ЗАО";"№ТБ УС/29 18";"Internet Access";"";"БЗ 002";"г. Москва, 2-я ул. Энтузиастов, д. 5 стр. 6";"null";"100";"2457";"S2-KOMPRESS";"interface GigabitEthernet1/0/29";" port access vlan 2457";"null";"null";"null";"185.79.116.208/30";"R1-M9 ";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1727;"7226 задача включения";"Гарс Телеком - УТ ООО";"№ТБ-УС/07-13";"Internet Access";"";"БЗ 007";"г. Москва, Алтуфьевское ш., д. 33Г";"null";"100";"2456";"HP5800-1-ALTUFIEVSKOE33G";"interface GigabitEthernet1/0/18";" service-instance 2456
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 2456 mtu 1600 access-mode ethernet";"null";"null";"null";"77.238.103.96/30";"R1-M9 ";"null";"null";"null";"null";"null";"завести на мониторинг после включения
конечный клиент - новый книжный магазин";"СПД"
1726;"6448 задача включения
CMS 18-219092";"Ростелеком ПАО обособ.";"№ 3160070";"L3VPN";"";"26";"г. Москва, пересечение Мусы Джалиля улица и Шипиловская улица, 55.619765, 37.743859";"г. Москва, ул. Бутлерова, 7";"100";"2455";"AR-MusyJaliya-Shapil-2760";"ae4.2455 основа";"dot1q termination vid 2455
ip binding vpn-instance ampp
ip address 192.168.128.10 255.255.255.252";"null";"null";"null";"ptp 192.168.128.9/30  AS64901 ";"R1-M9  routing-instance L3VPN-AMPP";"null";"null";"null";"null";"null";"г. Москва пересечение Мусы Джалиля улица и Шипиловская улица, (вблизи станции метро Шипиловская-4) 55.619765, 37.743859";"СПД"
1725;"6447 задача включения
CMS 18-219083";"Ростелеком ПАО обособ.";"null";"L3VPN";"Отключен";"null";"г. Москва, пересечение Мусы Джалиля улица и Шипиловская улица, 55.620694, 37.743782";"г. Москва, ул. Бутлерова, 7";"100";"2454";"AR-MusyJaliya-Shapil-2759
R1-M9  routing-instance L3VPN-AMPP";"interface GigabitEthernet0/0/3.2454
ae4.2454 основа";"dot1q termination vid 2454
ip binding vpn-instance ampp
ip address 192.168.128.6 255.255.255.252";"null";"null";"null";"ptp 192.168.128.4/30
ptp 192.168.129.4/30";"null";"null";"AS64901 ";"null";" L-Telecom";"null";"г. Москва пересечение Мусы Джалиля улица и Шипиловская улица, (вблизи станции метро Шипиловская-3) 55.620694, 37.743782";"СПД"
1724;"6446 задача включения
CMS 18-219065";"Ростелеком ПАО обособ.";"№ 3160070";"L3VPN";"Отключен";"27";"г. Москва, пересечение Мусы Джалиля улица и Шипиловская улица, 55.62311, 37.74298";"г. Москва, ул. Бутлерова, 7";"100";"2453";"AR-MusyJaliya-Shapil-2758
R1-M9  routing-instance L3VPN-AMPP";"interface GigabitEthernet0/0/3.2453
ae4.2453 основа";"dot1q termination vid 2453
ip binding vpn-instance ampp
ip address 192.168.128.2 255.255.255.252";"null";"null";"null";"ptp 192.168.128.0/30  
ptp 192.168.129.0/30";"null";"null";"AS64901 ";"null";" L-Telecom";"null";"г. Москва пересечение Мусы Джалиля улица и Шипиловская улица, (вблизи станции метро Шипиловская-2) 55.62311, 37.74298";"СПД"
1723;"6445 задача включенияCMS 18-21905017484 задача перевода схемы на L3 /";"Ростелеком ПАО обособ.";"№ 3160070";"L2VPN";"Отключен";"28";"г. Москва, Ореховый бульвар, владение 14";"г. Москва, ул. Бутлерова, 7";"100";"2452";"H2SW-1-OREHOVIYBULV14";"interface Ethernet0/0/1";" port link-type access
 port default vlan 2452";"X7-M10";"int XGE1/1/3";" service-instance 2452
  encapsulation s-vid 2452
  xconnect peer 10.110.255.11 pw-id 2452";"null";"null";"null";"null";"null";"null";"null";"г. Москва Ореховый бульвар, владение 14, (вблизи станции метро Домодедовская пл. 2) 55.61118, 37.7202   
vlan 1678
172.18.85.1/30";"СПД"
1722;"6440 задача включения
CMS 18-219004";"Ростелеком ПАО обособ.";"№ 3160070";"L2VPN";"Отключен";"29";"г. Москва, Ореховый бульвар, владение 22";"г. Москва, ул. Бутлерова, 7";"100";"2451";"H2SW-1-OREHOVIYBULV22";"interface Ethernet0/0/1";" port link-type access
 port default vlan 2451";"X7-M10";"int XGE1/1/3";" service-instance 2451
  encapsulation s-vid 2451
  xconnect peer 10.110.255.11 pw-id 2451";"null";"null";"null";"null";"null";"null";"null";"г. Москва Ореховый бульвар, владение 22, (вблизи станции метро Красногвардейская) 55.613410, 37.742009  
vlan 1679
172.18.85.5/30";"СПД"
1721;"7060 задача включения 45066 сделка отключения";"Сибирская генерирующая компания СГК";"null";"Internet Access";"Отключен";"null";"г.Москва, ш.Варшавское, д.125с1";"null";"200";"2449";"X5-VARSH125";"interface GigabitEthernet1/0/12";" service-instance 2449
  encapsulation untagged
  xconnect peer 10.110.255.51 pw-id 2449 mtu 1600 access-mode ethernet";"null";"null";"null";"77.238.102.76/30 ";"R1-M9 ";"null";"AS59525";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1720;"6317 задача включения
38562 сделка отключения ";"ЕЭТП";"ТЕСТ";"Internet Access + AntiDDoS";"Отключен";"ТЕСТ";"г. Москва, Коровинское ш., 41";"г. Москва, ул. Бутлерова, 7";"1000";"2600";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"null";"roseltorg-msk-transit-30352";"Собрано прямое волокно от клиента (на Корове) до Extreme Servicepipe на М9

msk-r1-sp_re0> show configuration interfaces ae0.2600
description cirex-msk-transit-30352;
vlan-id 2600;
family inet {
    sampling {
        input;
    }
    address 10.70.0.169/30;
}

neighbor 10.70.0.170 {
    description cirex-msk-transit-30352;
    local-address 10.70.0.169;
    import [ cirex-msk-transit-30352-net customers-transit-import ];
    family inet {
        unicast;
    }
    export customers-full-export;
    peer-as 59673;
}";"СПД"
1719;"7133 задача включения
CMS 19-066015
CMS 19-110193
CMS 19-110835
задачи на отключение не было, но отключение было
39683 задача включения обратно с другими емкостями 3 каналов
40620 сделка отключения всех 3х вланов ";"Ростелеком ПАО обособ.";"null";"L2VPN";"Отключен";"null";"г. Москва, ул. Бутлерова, 7";"г. Москва, ул. Тверская, д. 31/4, стр. 1";"150 150 1";"874;885;889";"X10-M9
";"interface XGigabitEthernet0/0/26";" port trunk allow-pass vlan  874 885 889";"E2SW-1-TVERSKAYA31";"interface ethernet 1/27";" switchport allowed vlan add 874,885,889 tagged";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1718;"7134 задача включения
CMS 19-068650 
CMS 19-110201
CMS 19-110836";"Ростелеком ПАО обособ.";"null";"L2VPN";"";"null";"г. Москва, ул. Бутлерова, 7";"г. Москва, ул. Большая Никитская, д. 13 корп.6";"180, 20, 2";"804;807;818";"S9-M9";"interface Ten-GigabitEthernet1/0/9";" port link-type trunk
 port trunk permit vlan 804 807 818";"H2SW-1-BNIKITSKAYA13";"interface GigabitEthernet0/0/2";" port link-type trunk
 port trunk allow-pass vlan 804 807 818";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1717;"6405 задача включения (OP1554)";"Ростелеком ПАО обособ.";"Договор № 10180118; CMS 19-059436-5; ТБ-УС/26-18";"L2VPN";"";"БЗ 01(со стороны СОВКОМ); со стороны ТБ  БЗ 029/РТК";"г. Москва, ул. Бутлерова, 7";"пер. Скорняжный, д. 3, стр. 1";"500";"2448";"X7-M10";"interface Ten-GigabitEthernet1/1/3";"  encapsulation s-vid 2448
  xconnect peer 10.110.255.46 pw-id 2448
 service-instance 2448";"H2SW-1-SKORYAZHNIY3S1";"interface GigabitEthernet0/0/3";" port link-type access
 port default vlan 2448";"null";"null";"null";"null";"Ситроникс ЦФ ";"null";"null";"завести на мониторинг после включения. Услуга оформлена через современные коммуникации(СОВКОМ)";"СПД"
1716;"6404 задача включения 19-059430 (ID Со стороны РТК) ";"Ростелеком ПАО обособ.";"Договор № 3160070";"L2VPN";"";"БЗ 009";"г. Москва, ул. Бутлерова, 7";"ул. 2-я Пугачёвская, д. 7";"500";"2447";"X7-M10";"interface Ten-GigabitEthernet1/1/3";" port trunk permit vlan 2447";"H2SW-1-2PUGACHEVSKAYA7";"interface GigabitEthernet0/0/3";" port link-type access
 port default vlan 2447";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1715;"6403 задача включения";"Ростелеком ПАО обособ.";"Договор № 3160070";"L2VPN";"";"БЗ 008";"г. Москва, ул. Бутлерова, 7";"ул. Павла Корчагина, д. 18, 4 этаж, серверная";"500";"2446";"X7-M10";"interface Ten-GigabitEthernet1/1/3";" service-instance 2446
  encapsulation s-vid 2446
  xconnect peer 10.110.255.46 pw-id 2446";"H2SW-1-PAVLAKORCHAGINA18";"interface GigabitEthernet0/0/3";" port link-type access
 port default vlan 2446";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
1714;"6401 задача включения";"Ростелеком ПАО обособ.";"Договор № 3160070";"L2VPN";"Эксплуатация";"БЗ 007";"г. Москва, ул. Бутлерова, 7";"пр-т Мира, д. 123";"500";"2445";"X7-M10";"interface Ten-GigabitEthernet1/1/3";" service-instance 2445
  encapsulation s-vid 2445
  xconnect peer 10.110.255.46 pw-id 2445";"H2SW-1-PROMIRA123";"interface GigabitEthernet0/0/3";" port link-type access
 port default vlan 2445";"null";"null";"null";"null";"null";"null";"null";"завести на мониторинг после включения";"СПД"
